Key,Type,Desc,English,Japanese
Card/carddescription_017,Text,,"Decrease your energy production by1 step and increase your M€ production by 3 steps. Place a city ON THE RESERVED AREA, disregarding normal placement restrictions.",自分のエネルギー生産量を1ステップ減らし、M€生産量を3ステップ増やす。通常の配置制限を無視して、保留地に都市を配置します。
Card/carddescription_018,Text,,Increase your heat production by 2 steps and your plant production by 2 steps.,熱の生産量を2段階、植物の生産量を2段階増やします。
Card/carddescription_019,Text,,"Gain 3 plants, or add either 3 microbes or 2 animals to ANOTHER card. Place an ocean tile.",植物3個を獲得するか、微生物3個か動物2個をANOTHERカードに追加します。海洋タイルを1枚配置します。
Card/carddescription_020,Text,,Place a city tile NEXT TO NO OTHER TILE.,都市タイルを他のタイルの隣に置く。
Card/carddescription_021,Text,,Increase your titanium production by 1 step and place a city tile ON THE RESERVED AREA.,チタンの生産量を1段階増やし、都市タイルを「保留地」に配置します。
Card/carddescription_022,Text,,Place an ocean tile. Decrease your M€ production by 2 steps and increase your heat production by 3 steps.,海洋タイルを配置する。自分のM€生産量を2段階減らし、熱生産量を3段階増やす。
Card/carddescription_023,Text,,Gain 1 plant.,植物1個を獲得する。
Card/carddescription_024,Text,,Add 1 VP for each animal on this card.,このカードに描かれている動物1匹につきVPを1追加する。
Card/carddescription_026,Text,,Add 1 animal TO ANY ANIMAL CARD. Gain 3 plants. Increase your M€ production by 2 steps.,任意の動物カードに1匹追加する。植物を3つ獲得する。M€の生産量を2段階増加させる。
Card/carddescription_028,Text,,Add 1 VP for each fighter on this card.,このカードのファイター1体につき、VPを1追加する。
Card/carddescription_029,Text,,Decrease your energy production by 1 step and increase your M€ production by 3 steps. Place a city tile.,自分のエネルギー生産量を1段階減らし、M€生産量を3段階増やします。都市タイルを1枚配置します。
Card/carddescription_030,Text,,Decrease your M€ production by 2 steps and increase your heat production and energy production by 2 steps each.,M€の生産量を2段階減らし、熱生産量とエネルギー生産量をそれぞれ2段階増やします。
Card/carddescription_032,Text,,Place a city tile. Decrease your energy production by 2 steps and increase your steel production by 2 steps.,都市タイルを1枚配置する。自分のエネルギー生産量を2段階減らし、鋼材生産量を2段階増やす。
Card/carddescription_035,Text,,Add 1 VP for every 2 microbes on this card.,このカードに描かれている微生物2個につきVPを1追加する。
Card/carddescription_036,Text,,"Raise your Terraforming Rating by 2 steps.
",テラフォーミング評価を2段階上昇させる。
Card/carddescription_037,Text,,"Raise your TR by 2 steps and temperature by 1 step. Increase your plant production by 1 step, or 4 steps if you have 3 plant tags.",TRを2段階、温度を1段階上げる。植物の生産量を1段階、植物タグを3つ持っている場合は4段階上げる。
Card/carddescription_039,Text,,Raise temperature by 3 steps and gain 4 steel. Remove up to 8 plants from any player.,温度を3段階上昇させ、鋼材を4個獲得する。任意のプレイヤーから植物を最大8個まで取り除く。
Card/carddescription_040,Text,,Increase your titanium production by 2 steps.,チタンの生産量を2段階アップ
Card/carddescription_041,Text,,Decrease your plant production by 1 step and increase your M€ production by 4 steps.,工場の生産量を1段階減らし、M€の生産量を4段階増やします。
Card/carddescription_042,Text,,Increase your plant production by 1 step.,植物の生産量を1段階アップ
Card/carddescription_043,Text,,Decrease your energy production by 1 step and increase your heat production by 3 steps.,エネルギー生産量を1ステップ減らし、熱生産量を3ステップ増やします。
Card/carddescription_044,Text,,Place the Mars tile NEXT TO NO OTHER TILE. Increase your M€ production by 1 step.,火星タイルを他のタイルの隣に配置します。M€の生産量を1段階増やします。
Card/carddescription_045,Text,,Decrease your M€ production by 2 steps and increase your energy production by 3 steps.,M€の生産量を2段階減らし、エネルギー生産量を3段階増やします。
Card/carddescription_046,Text,,Increase your energy production and your M€ production by 1 step each.,エネルギー生産量とM€生産量をそれぞれ1段階上げる。
Card/carddescription_047,Text,,Gain 1 plant and increase your plant production by 2 steps.,植物1個を獲得し、植物生産量を2段階増加させる。
Card/carddescription_048,Text,,Increase your plant production by 1 step.,植物の生産量を1段階アップ
Card/carddescription_049,Text,,Add 1 VP per 4 microbes on this card.,このカードに描かれている微生物4個につきVPを1追加する。
Card/carddescription_050,Text,,Remove up to 2 animals or 5 plants from any player.,任意のプレイヤーから動物なら2匹まで、植物なら5匹まで除去する。
Card/carddescription_051,Text,,Increase your M€ production by 1 step for each Earth tag you have.,地球タグを1つ持つごとに、M€の生産量が1ステップ増加します。
Card/carddescription_052,Text,,Decrease any plant production by 1 step. Add 1 VP for each animal on this card.,あらゆる植物の生産量を1段階減少させる。このカードに描かれている動物1匹につきVPを1追加する。
Card/carddescription_053,Text,,Place 2 ocean tiles.,海洋タイルを2枚配置します。
Card/carddescription_054,Text,,"Decrease any plant production by 1 step.
 Add 1 VP per every 2 animals on this card.",あらゆる植物の生産量を1段階減少させる。このカードに描かれている動物2匹につき1VPを追加する。
Card/carddescription_055,Text,,Increase your M€ production by 2 steps and your plant production by 3 steps. Gain 2 plants.,M€の生産量を2段階、植物の生産量を3段階増加させる。植物を2本獲得する。
Card/carddescription_056,Text,,Increase your steel production by 1 step.,鋼材の生産量を1段分増加させる。
Card/carddescription_057,Text,,Increase your titanium production by 1 step.,チタンの生産量を1段階アップ。
Card/carddescription_058,Text,,Increase your heat production and energy production by 3 steps each.,熱生産量とエネルギー生産量をそれぞれ3段階上げる。
Card/carddescription_059,Text,,Place a greenery tile ON AN AREA RESERVED FOR OCEAN and raise oxygen by 1 step. Disregard normal restrictions for this.,海洋に割り当てられたエリアに緑地タイルを置き、酸素を1段階上げる。このとき、通常の制限を無視します。
Card/carddescription_060,Text,,Increase your plant production by 3 steps. Gain 1 plant.,植物の生産量を3段階増加させる。植物を1個獲得する。
Card/carddescription_061,Text,,Decrease any steel production by 1 step and increase your own by 1 step.,あらゆる鋼鉄の生産量を1段階減らし、自分の生産量を1段階増やす。
Card/carddescription_062,Text,,Gain 5 steel.,鋼鉄を5個獲得する。
Card/carddescription_063,Text,,Raise oxygen by 1 step. Remove 2 plants from any player. Gain 2 steel.,酸素を1段階上昇させる。任意のプレイヤーから植物を2つ取り除く。鋼鉄を2個獲得する。
Card/carddescription_064,Text,,"Place the Mining tile on an area with a steel or titanium placement bonus, adjacent to another of your tiles. Increase your production of that resource by 1 step.",鉄またはチタンの配置ボーナスがあるエリアに、他の自分のタイルに隣接して「鉱山」タイルを配置します。その資源の生産量を1段階増やします。
Card/carddescription_065,Text,,Decrease your energy production by 1 step and increase your steel production by 2 steps.,エネルギー生産量を1段階減らし、鋼材生産量を2段階増やします。
Card/carddescription_066,Text,,Reserve a NON-RESERVED area. Only you may place a tile here.,非リザーブドエリアを予約する。ここにタイルを置くことができるのはあなただけです。
Card/carddescription_067,Text,,Place the Mining tile on an area with a steel or titanium placement bonus. Increase that production by 1 step.,鉄またはチタンの配置ボーナスがあるエリアにMiningタイルを配置します。その生産量を1段階増やします。
Card/carddescription_068,Text,,Increase your M€ production by 2 steps.,M€の生産量を2ステップで増やせます。
Card/carddescription_069,Text,,Decrease your energy production by 1 step.,自分のエネルギー生産量を1段階減少させる。
Card/carddescription_072,Text,,Decrease any plant production by 2 steps. Add 1 VP for each animal on this card.,あらゆる植物の生産量を2段階減少させる。このカードに描かれている動物1匹につきVPを1追加する。
Card/carddescription_075,Text,,Gain 2 plants. Raise oxygen level by 1 step and place an ocean tile.,植物を2個獲得する。酸素濃度を1段階上げ、海洋タイルを1枚配置する。
Card/carddescription_077,Text,,Increase your energy production by 1 step and gain 2 titanium.,自分のエネルギー生産量を1段階上げ、チタンを2個獲得する。
Card/carddescription_078,Text,,Place 2 ocean tiles.,海洋タイルを2枚配置します。
Card/carddescription_079,Text,,Increase your energy production by 4 steps.,4つのステップでエネルギー生産量を増やす。
Card/carddescription_080,Text,,Raise temperature by 2 steps and place 2 ocean tiles. Remove up to 6 plants from any player.,気温を2段階上げ、海洋タイルを2枚配置する。任意のプレイヤーから植物を最大6個まで取り除く。
Card/carddescription_081,Text,,"Place a city tile ON THE RESERVED AREA.
 1 VP per Jovian Tag you have.",保留地の上に都市タイルを置きます。持っている「木星人タグ」1枚につき1VP。
Card/carddescription_082,Text,,Increase your M€ production by 3 steps.,3つのステップでM€の生産量を増やす。
Card/carddescription_083,Text,,Increase your energy production by 3 steps.,3つのステップでエネルギー生産量を増やす。
Card/carddescription_085,Text,,Decrease your energy production by 1 step and increase your M€ production by 4 steps. Place the M€ special tile. 1 VP per adjacent city tile.,自分のエネルギー生産量を1段階減らし、M€の生産量を4段階増やします。M€の特殊タイルを配置します。隣接する都市タイル1枚につき1VP。
Card/carddescription_086,Text,,Copy a production box of one of your building cards.,ビルディングカード1枚のプロダクションボックスをコピーする。
